name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Rej,MEUTE,Tumult,alpha,2023,1.0,1.0,1.0,labeled
True Sorry,Ibrahim Maalouf,Illusions,alpha,2023,1.0,1.0,1.0,labeled
"Nocturne en Mi Bémol Majeur, Op. 9 No. 2",Frédéric Chopin,"Chopin: Nocturnes, Vol. 1",alpha,2023,1.0,1.0,1.0,labeled
Rebirth (No Solo),Two Steps from Hell,Orion,alpha,2023,1.0,1.0,1.0,labeled
La Moldau,Antonín Dvořák,Dvorak : Symphonie du nouveau monde smetana : La moldau,alpha,2023,1.0,1.0,1.0,labeled
Tango Del Fuego,Parov Stelar,Tango Del Fuego,alpha,2023,1.0,1.0,1.0,labeled
You & Me,MEUTE,You & Me,alpha,2023,1.0,1.0,1.0,labeled
Prince Vince,Kid Francescoli,With Julia,alpha,2023,1.0,1.0,1.0,labeled
Ain't No Mountain High Enough,Marvin Gaye,United,alpha,2023,1.0,1.0,1.0,labeled
Wonderland,Caravan Palace,<I°_°I>,alpha,2023,1.0,1.0,1.0,labeled
"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King","The Philadelphia Orchestra, The Cleveland Orchestra",Fright Night: Music That Goes Bump in the Night,alpha,2023,1.0,1.0,1.0,labeled
Ignorant,WHIPPED CREAM,Persistence,alpha,2023,1.0,1.0,1.0,labeled
I Get the Job Done,Chill Bump,Ego Trip,alpha,2023,1.0,1.0,1.0,labeled
The Mojo Radio Gang,Parov Stelar,Coco EP,alpha,2023,1.0,1.0,1.0,labeled
"Serenade In G Major ""Eine Kleine Nachtmusik"", K. 525: I. Allegro",Wolfgang Amadeus Mozart,Mozart: Night Music - Serenades Nos. 6 & 13; A Musical Joke; Adagio & Fugue,alpha,2023,1.0,1.0,1.0,labeled
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49 (Excerpt)",Various Artists,50 Best Classics,alpha,2023,1.0,1.0,1.0,labeled
Les gens qui doutent,Vincent Delerm,Favourite songs,alpha,2023,1.0,1.0,1.0,labeled
Smokid All Stars,Smokey Joe & The Kid,Running to the Moon,alpha,2023,1.0,1.0,1.0,labeled
Swing Thing,Boogie Belgique,Time For A Boogie,alpha,2023,1.0,1.0,1.0,labeled
The Game,Smokey Joe & The Kid,The Game,alpha,2023,1.0,1.0,1.0,labeled
Bakara,Polo & Pan,Caravelle (Deluxe),alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 3 in B-Flat Major, K. 281- III. Rondeau. Allegro",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
Faidherbe Square,Proleter,Curses from Past Times EP,alpha,2023,1.0,1.0,1.0,labeled
Jailhouse Blues,Smokey Joe & The Kid,Smokid Inc.,alpha,2023,1.0,1.0,1.0,labeled
Discogirls - Discofunk Version,Timewarp Inc,Discogirls,alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 3 in B-Flat Major, K. 281- II. Andante amoroso",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
Lone Digger,Caravan Palace,<I°_°I>,alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 1 in C Major, K. 279- II. Andante",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
It's Only A Paper Moon,Nat King Cole,The Nat King Cole Story,alpha,2023,1.0,1.0,1.0,labeled
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel,Handel Sarabande,alpha,2023,1.0,1.0,1.0,labeled
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"" - ""Europa Hymn"": Europa Hymn",Herbert von Karajan,Karajan - 1970s,alpha,2023,1.0,1.0,1.0,labeled
"Acapulco, dos de la tard",Various Artists,Heavenly Sweetness Sampler #3,alpha,2023,1.0,1.0,1.0,labeled
Matilda,Parov Stelar,"Coco, Pt. 2",alpha,2023,1.0,1.0,1.0,labeled
Le fil,Face à la mer,Péché originel,alpha,2023,1.0,1.0,1.0,labeled
"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",Antonio Vivaldi,Vivaldi: The Four Seasons,alpha,2023,1.0,1.0,1.0,labeled
Comin' Up Swinging,Atom Smith,Comin' Up Swinging,alpha,2023,1.0,1.0,1.0,labeled
My Game,Deluxe,The Deluxe Family Show,alpha,2023,1.0,1.0,1.0,labeled
Never Let You Go,Waldeck,Atlantic Ballroom,alpha,2023,1.0,1.0,1.0,labeled
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),alpha,2023,1.0,1.0,1.0,labeled
"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",Antonín Dvořák,"Dvořák: Serenade for Strings, Czech Suite",alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 3 in B-Flat Major, K. 281- I. Allegro",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
El arte de Cúchares (Pasodoble Torero),Unidad de Música de la Guardia Real,Pasodobles Taurinos,alpha,2023,1.0,1.0,1.0,labeled
Making Music,Deluxe,The Deluxe Family Show,alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 4 in E-Flat Major, K. 282- II. Menuettos I & II",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
Dance With Me,Dirty Honkers,Dance With Me,alpha,2023,1.0,1.0,1.0,labeled
Panama,The Avener,The Wanderings Of The Avener,alpha,2023,1.0,1.0,1.0,labeled
Egoraphobia,Deluxe,Boys & Girl,alpha,2023,1.0,1.0,1.0,labeled
Horny - Electro Swing Version,Pisk,Horny,alpha,2023,1.0,1.0,1.0,labeled
"Piano Sonata No. 1 in C Major, K. 279- I. Allegro",Wolfgang Amadeus Mozart,Mozart: Piano Works Vol. 1,alpha,2023,1.0,1.0,1.0,labeled
Lost In The Rhythm,Jamie Berry,Lost In The Rhythm,alpha,2023,1.0,1.0,1.0,labeled
I've got that tune,Chinese Man,Groove Sessions,alpha,2023,1.0,1.0,1.0,labeled
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,"Beethoven: Piano Sonatas, Vol.3",alpha,2023,1.0,1.0,1.0,labeled
Fade Out Lines - The Avener Rework,The Avener,The Wanderings Of The Avener,alpha,2023,1.0,1.0,1.0,labeled
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),alpha,2023,1.0,1.0,1.0,labeled
Guantanameritmo,Wolfgang Amadeus Mozart,Mozart Meets Cuba,alpha,2023,1.0,1.0,1.0,labeled
