name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Unemployed,Stand High Patrol,Unemployed,gamma,2019,1.0,1.0,1.0,labeled
La main verte - Live,Tryo,Mamagubida,gamma,2019,1.0,1.0,1.0,labeled
She Wanti,Naâman,Know Yourself,gamma,2019,1.0,1.0,1.0,labeled
So So So,Rone,So So So - EP,gamma,2019,1.0,1.0,1.0,labeled
It's Just (House of Dupree),Leon Vynehall,Music for the Uninvited,gamma,2019,1.0,1.0,1.0,labeled
Hundred Miles,Yall,Hundred Miles,gamma,2019,1.0,1.0,1.0,labeled
Take a Walk,Soom T,Free as a Bird,gamma,2019,1.0,1.0,1.0,labeled
Demon Dance,Parov Stelar,The Demon Diaries,gamma,2019,1.0,1.0,1.0,labeled
Wildcat,Ratatat,Classics,gamma,2019,1.0,1.0,1.0,labeled
Contrastes et couleurs,Broussaï,Kingston Town,gamma,2019,1.0,1.0,1.0,labeled
Ladilafé,Tryo,Ladilafé,gamma,2019,1.0,1.0,1.0,labeled
Moment idéal,Yaniss Odua,Moment idéal,gamma,2019,1.0,1.0,1.0,labeled
De La Luz,Fakear,De La Luz,gamma,2019,1.0,1.0,1.0,labeled
Hit Me Like a Drum,Parov Stelar,The Demon Diaries,gamma,2019,1.0,1.0,1.0,labeled
"Welcome Home, Son",Radical Face,Ghost,gamma,2019,1.0,1.0,1.0,labeled
Tum Rakak,Deluxe,Stachelight,gamma,2019,1.0,1.0,1.0,labeled
À l’heure où je me couche,Casseurs Flowters,Comment c'est loin,gamma,2019,1.0,1.0,1.0,labeled
Chaque nouvelle page,Dub Inc,Paradise,gamma,2019,1.0,1.0,1.0,labeled
A Rekurd,Mr. Oizo,Hand in the Fire,gamma,2019,1.0,1.0,1.0,labeled
Renegades,X Ambassadors,VHS,gamma,2019,1.0,1.0,1.0,labeled
Turn Me Loose,Naâman,Rays of Resistance,gamma,2019,1.0,1.0,1.0,labeled
Serre-moi,Tryo,Grain De Sable,gamma,2019,1.0,1.0,1.0,labeled
Si c'était le dernier,Diam's,S.O.S.,gamma,2019,1.0,1.0,1.0,labeled
Asakusa,Fakear,Asakusa,gamma,2019,1.0,1.0,1.0,labeled
Yakamonéyé - Live,Tryo,Mamagubida,gamma,2019,1.0,1.0,1.0,labeled
Paradise,Dub Inc,Paradise,gamma,2019,1.0,1.0,1.0,labeled
The Sun - Klingande Remix Radio Edit,Parov Stelar,The Sun (Klingande Remix),gamma,2019,1.0,1.0,1.0,labeled
House of Love,Naâman,Deep Rockers (Back a Yard),gamma,2019,1.0,1.0,1.0,labeled
When the Night Comes,Fakear,Morning in Japan,gamma,2019,1.0,1.0,1.0,labeled
Words From The Gang (2014 Remix) - Radio Version,Coone,Words From The Gang (2014 Remix),gamma,2019,1.0,1.0,1.0,labeled
Mama Says,Ibeyi,Ibeyi,gamma,2019,1.0,1.0,1.0,labeled
Riptide,Vance Joy,Dream Your Life Away (Special Edition),gamma,2019,1.0,1.0,1.0,labeled
Two Arms Around You,Fakear,Sauvage,gamma,2019,1.0,1.0,1.0,labeled
Sleep on It,Stand High Patrol,A Matter of Scale,gamma,2019,1.0,1.0,1.0,labeled
Porto - Mix,Various Artists,Club St Tropez 2014,gamma,2019,1.0,1.0,1.0,labeled
Relator,Pete Yorn,Break Up,gamma,2019,1.0,1.0,1.0,labeled
I'm Yours,Jason Mraz,I'm Yours,gamma,2019,1.0,1.0,1.0,labeled
Boat people,Stand High Patrol,Midnight walkers,gamma,2019,1.0,1.0,1.0,labeled
Plus on en fait,Tryo,Faut qu'ils s'activent,gamma,2019,1.0,1.0,1.0,labeled
Neptune,Fakear,Sauvage,gamma,2019,1.0,1.0,1.0,labeled
Jailer,Aṣa,Asa,gamma,2019,1.0,1.0,1.0,labeled
Ruckus,Stand High Patrol,A Matter of Scale,gamma,2019,1.0,1.0,1.0,labeled
Animal,Fakear,Animal,gamma,2019,1.0,1.0,1.0,labeled
Make Believe,The Burned,The Burned [Digital Release],gamma,2019,1.0,1.0,1.0,labeled
Disparate Youth,Santigold,Master of My Make-Believe,gamma,2019,1.0,1.0,1.0,labeled
River,Ibeyi,Ibeyi,gamma,2019,1.0,1.0,1.0,labeled
Latch,Disclosure,Settle (Special Edition),gamma,2019,1.0,1.0,1.0,labeled
