name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Aunt Marge's Waltz,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
les oiseaux,Pomme,les failles,delta,2023,1.0,1.0,1.0,labeled
Petit pays,Gaël Faye,Pili pili sur un croissant au beurre,delta,2023,1.0,1.0,1.0,labeled
Parfum thérémine - Version acoustique,L'Impératrice,Odyssée (Version acoustique),delta,2023,1.0,1.0,1.0,labeled
Bayou,Dooz Kawa,Contes Cruels,delta,2023,1.0,1.0,1.0,labeled
Jungle,Tash Sultana,Notion,delta,2023,1.0,1.0,1.0,labeled
grandiose,Pomme,les failles,delta,2023,1.0,1.0,1.0,labeled
je sais pas danser,Pomme,les failles,delta,2023,1.0,1.0,1.0,labeled
Little Lion Man,Mumford & Sons,Sigh No More,delta,2023,1.0,1.0,1.0,labeled
Winter Is Not Coming,June Milo,Whisper,delta,2023,1.0,1.0,1.0,labeled
"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",Franz Schubert,Schubert,delta,2023,1.0,1.0,1.0,labeled
The Black Lake,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Hors sol,Grèn Sémé,Hors sol,delta,2023,1.0,1.0,1.0,labeled
Sol,Alef,Sol y Luna,delta,2023,1.0,1.0,1.0,labeled
Between The Bars,Elliott Smith,Either/Or,delta,2023,1.0,1.0,1.0,labeled
The Dark Mark,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Leaving Hogwarts,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
Balalaïka,Dooz Kawa,Etoiles du sol,delta,2023,1.0,1.0,1.0,labeled
soleil soleil,Pomme,les failles,delta,2023,1.0,1.0,1.0,labeled
sorcières,Pomme,les failles cachées,delta,2023,1.0,1.0,1.0,labeled
Save the Rhino,Peter Sarstedt,ON SONG,delta,2023,1.0,1.0,1.0,labeled
Double Trouble,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
Famous Blue Raincoat,Leonard Cohen,Songs Of Love And Hate,delta,2023,1.0,1.0,1.0,labeled
Underwater Secrets,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Buckbeak's Flight,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
Prologue,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
pourquoi la mort te fait peur,Pomme,les failles cachées,delta,2023,1.0,1.0,1.0,labeled
Possession,Various Artists,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Hogwarts' March,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Éric Rohmer est mort,Clio,Clio,delta,2023,1.0,1.0,1.0,labeled
A Window to the Past,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
Oasis,La Chica,Cambio,delta,2023,1.0,1.0,1.0,labeled
Pili pili sur un croissant au beurre,Gaël Faye,Pili pili sur un croissant au beurre,delta,2023,1.0,1.0,1.0,labeled
Melancholy Man,The Moody Blues,A Question Of Balance,delta,2023,1.0,1.0,1.0,labeled
Balade brésilienne,Gaël Faye,Des fleurs,delta,2023,1.0,1.0,1.0,labeled
une minute,Pomme,les failles cachées,delta,2023,1.0,1.0,1.0,labeled
Lonely Carousel,Rodrigo Leão,Mundo - The Best of Rodrigo Leão,delta,2023,1.0,1.0,1.0,labeled
Dumbledore's Army,Various Artists,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
Lumos! (Hedwig's Theme),John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
"So Long, Marianne",Leonard Cohen,Songs Of Leonard Cohen,delta,2023,1.0,1.0,1.0,labeled
la lumière,Pomme,les failles,delta,2023,1.0,1.0,1.0,labeled
The Thrill Is Gone,Camélia Jordana,The Thrill Is Gone,delta,2023,1.0,1.0,1.0,labeled
Fireworks,Various Artists,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),delta,2023,1.0,1.0,1.0,labeled
vide,Pomme,les failles cachées,delta,2023,1.0,1.0,1.0,labeled
Ceux qui rêvent,Pomme,À peu près,delta,2023,1.0,1.0,1.0,labeled
Secrets of the Castle,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2023,1.0,1.0,1.0,labeled
Concierto de Aranjuez For Guitar And Orchestra: Joaquin RODRIGO : Concierto de Aranjuez. Adagio (extrait) - Excerpt,Various Artists,Les 100 chefs-d'oeuvre de la musique classique,delta,2023,1.0,1.0,1.0,labeled
Babylon,Aphrodite's Child,6 6 6,delta,2023,1.0,1.0,1.0,labeled
Coup de tête,Bon Entendeur,Aller-retour,delta,2023,1.0,1.0,1.0,labeled
Mona Ki Ngi Xica,Bonga,Best of Bonga,delta,2023,1.0,1.0,1.0,labeled
Les insatisfaits,Hollydays,Les insatisfaits,delta,2023,1.0,1.0,1.0,labeled
Diamonds Never Die,Moriarty,Epitaph,delta,2023,1.0,1.0,1.0,labeled
Petit homme,Kolinga,Earthquake (Edition Deluxe),delta,2023,1.0,1.0,1.0,labeled
