name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Me Gusta,DTF,On ira où ?,gamma,2023,1.0,1.0,1.0,labeled
everything i wanted,Billie Eilish,everything i wanted,gamma,2023,1.0,1.0,1.0,labeled
Inachevés,Casseurs Flowters,Comment c'est loin,gamma,2023,1.0,1.0,1.0,labeled
Maman dort,S.Pri Noir,Etat d'esprit,gamma,2023,1.0,1.0,1.0,labeled
I Get to Love You,Ruelle,I Get to Love You,gamma,2023,1.0,1.0,1.0,labeled
A chaque jour suffit sa peine,Nessbeal,Ne2S,gamma,2023,1.0,1.0,1.0,labeled
Moulaga,Heuss L'enfoiré,Moulaga,gamma,2023,1.0,1.0,1.0,labeled
Menu principal,Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Iles,Zed Yun Pavarotti,Iles,gamma,2023,1.0,1.0,1.0,labeled
"Fire On Fire - From ""Watership Down""",Sam Smith,"Fire On Fire (From ""Watership Down"")",gamma,2023,1.0,1.0,1.0,labeled
Half A Man,Dean Lewis,A Place We Knew,gamma,2023,1.0,1.0,1.0,labeled
Street,Maes,Les derniers salopards,gamma,2023,1.0,1.0,1.0,labeled
So Maness,Soso Maness,So Maness,gamma,2023,1.0,1.0,1.0,labeled
Bâtiment,Niska,Mr Sal,gamma,2023,1.0,1.0,1.0,labeled
Le monde est à mes pieds,Scylla,Pleine Lune,gamma,2023,1.0,1.0,1.0,labeled
L'adresse,47ter,L'adresse,gamma,2023,1.0,1.0,1.0,labeled
Jamais,Mister V,MVP,gamma,2023,1.0,1.0,1.0,labeled
What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,gamma,2023,1.0,1.0,1.0,labeled
POPOPOP,Gambi,Popopop,gamma,2023,1.0,1.0,1.0,labeled
Lune de fiel (feat. Marlo),MZ,"MZ Music, Vol. 3",gamma,2023,1.0,1.0,1.0,labeled
Monégasque,PLK,Polak,gamma,2023,1.0,1.0,1.0,labeled
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",gamma,2023,1.0,1.0,1.0,labeled
JCVD,Jul,Rien 100 Rien,gamma,2023,1.0,1.0,1.0,labeled
Bizz,Diddi Trix,Trix City,gamma,2023,1.0,1.0,1.0,labeled
93% [Tijuana],GLK,93% [Tijuana],gamma,2023,1.0,1.0,1.0,labeled
Siliconé,Niska,Mr Sal,gamma,2023,1.0,1.0,1.0,labeled
Comme tu veux,DTF,La hass avant le bonheur,gamma,2023,1.0,1.0,1.0,labeled
Coeur de bombe,Diam's,S.O.S.,gamma,2023,1.0,1.0,1.0,labeled
Friday,Booba,Trône,gamma,2023,1.0,1.0,1.0,labeled
ROXANNE,Arizona Zervas,ROXANNE,gamma,2023,1.0,1.0,1.0,labeled
Le temps,MHD,19,gamma,2023,1.0,1.0,1.0,labeled
Toutes générations (feat. Rim'K),PLK,Enna,gamma,2023,1.0,1.0,1.0,labeled
A Drop in the Ocean,Ron Pope,The Bedroom Demos,gamma,2023,1.0,1.0,1.0,labeled
Plus tard,47ter,Petits princes,gamma,2023,1.0,1.0,1.0,labeled
Heal,Tom Odell,Long Way Down (Deluxe),gamma,2023,1.0,1.0,1.0,labeled
Blanche,Maes,Les derniers salopards,gamma,2023,1.0,1.0,1.0,labeled
PIRANHA BABY,Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Au fond d'ma tête,PLK,Enna,gamma,2023,1.0,1.0,1.0,labeled
Helsinki,Dinos,Imany,gamma,2023,1.0,1.0,1.0,labeled
Tombé pour elle (feat. Amel Bent),La Fouine,Aller Retour,gamma,2023,1.0,1.0,1.0,labeled
Médicament,Niska,Mr Sal,gamma,2023,1.0,1.0,1.0,labeled
Aristocrate,Heuss L'enfoiré,En esprit,gamma,2023,1.0,1.0,1.0,labeled
Gang,Mister V,MVP,gamma,2023,1.0,1.0,1.0,labeled
I Found,Amber Run,5AM (Expanded Edition),gamma,2023,1.0,1.0,1.0,labeled
Un million par mois,Djadja & Dinaz,"Drôle de mentalité, pt. 1 & 2",gamma,2023,1.0,1.0,1.0,labeled
La terre est ronde,Orelsan,Le chant des sirènes,gamma,2023,1.0,1.0,1.0,labeled
Bitch (feat. Vald),Lefa,FAME,gamma,2023,1.0,1.0,1.0,labeled
Changes,2Pac,The Best of 2Pac,gamma,2023,1.0,1.0,1.0,labeled
La vie qu'on mène,Ninho,Destin,gamma,2023,1.0,1.0,1.0,labeled
Lettre à une femme,Ninho,M.I.L.S 3,gamma,2023,1.0,1.0,1.0,labeled
Au DD,PNL,Deux frères,gamma,2023,1.0,1.0,1.0,labeled
Les princes (feat. Nekfeu),MZ,La dictature,gamma,2023,1.0,1.0,1.0,labeled
Arc-en-ciel,Booba,Arc-en-ciel,gamma,2023,1.0,1.0,1.0,labeled
Le message,Youssoupha,Sur les chemins du retour,gamma,2023,1.0,1.0,1.0,labeled
1ère fois,Imen Es,Nos vies,gamma,2023,1.0,1.0,1.0,labeled
Premier Love,Tony Parker,Tony Parker,gamma,2023,1.0,1.0,1.0,labeled
Waves,Dean Lewis,A Place We Knew,gamma,2023,1.0,1.0,1.0,labeled
Eurotrap,Vald,Agartha,gamma,2023,1.0,1.0,1.0,labeled
HILLZ (feat. S.Pri Noir),Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Dans l'espace (feat. Heuss l'Enfoiré),Gambi,Dans l'espace (feat. Heuss l'Enfoiré),gamma,2023,1.0,1.0,1.0,labeled
Waow (feat. Nekfeu),PLK,Polak,gamma,2023,1.0,1.0,1.0,labeled
Angela,Hatik,Chaise pliante,gamma,2023,1.0,1.0,1.0,labeled
Un peu de haine,PLK,Mental,gamma,2023,1.0,1.0,1.0,labeled
Barking,Ramz,Blockbuster,gamma,2023,1.0,1.0,1.0,labeled
Femme du désert,Scylla,Pleine Lune 2,gamma,2023,1.0,1.0,1.0,labeled
PLUG (feat. Jok'air),Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Macaroni (feat. Ninho),Leto,100 visages,gamma,2023,1.0,1.0,1.0,labeled
MEGATRON,Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Initialisation,Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Djomb - Bien ou quoi,Bosh,Synkinisi,gamma,2023,1.0,1.0,1.0,labeled
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,gamma,2023,1.0,1.0,1.0,labeled
Hold On,Chord Overstreet,Hold On,gamma,2023,1.0,1.0,1.0,labeled
Chat noir,DTF,La hass avant le bonheur,gamma,2023,1.0,1.0,1.0,labeled
DEHORS DANS LA NIGHT,Laylow,TRINITY,gamma,2023,1.0,1.0,1.0,labeled
Personne,47ter,L'adresse,gamma,2023,1.0,1.0,1.0,labeled
Ma belle,Moha La Squale,Ma belle,gamma,2023,1.0,1.0,1.0,labeled
Say Something,A Great Big World,Is There Anybody Out There?,gamma,2023,1.0,1.0,1.0,labeled
ocean eyes,Billie Eilish,dont smile at me,gamma,2023,1.0,1.0,1.0,labeled
Nique la BAC,Lorenzo,Sex In The City,gamma,2023,1.0,1.0,1.0,labeled
Distant,Maes,Les derniers salopards,gamma,2023,1.0,1.0,1.0,labeled
Loin de moi,Naza,Loin de moi,gamma,2023,1.0,1.0,1.0,labeled
À la fête,UZI,À la fête,gamma,2023,1.0,1.0,1.0,labeled
Clope sur la lune,Scylla,Pleine Lune,gamma,2023,1.0,1.0,1.0,labeled
Родная пой,MiyaGi,Родная пой,gamma,2023,1.0,1.0,1.0,labeled
Problèmes,PLK,Mental,gamma,2023,1.0,1.0,1.0,labeled
Hearing,Sleeping At Last,Atlas: Senses,gamma,2023,1.0,1.0,1.0,labeled
JAUNÉ,Booba,JAUNÉ,gamma,2023,1.0,1.0,1.0,labeled
Echo,Jason Walker,Midnight Starlight,gamma,2023,1.0,1.0,1.0,labeled
To Build A Home,The Cinematic Orchestra,Ma Fleur,gamma,2023,1.0,1.0,1.0,labeled
Côte Ouest,47ter,L'adresse,gamma,2023,1.0,1.0,1.0,labeled
MD (feat. Niska),4Keus,Vie d'artiste,gamma,2023,1.0,1.0,1.0,labeled
Comme une évidence,Grand Corps Malade,Enfant de la ville,gamma,2023,1.0,1.0,1.0,labeled
2009,Mac Miller,Swimming,gamma,2023,1.0,1.0,1.0,labeled
lovely (with Khalid),Billie Eilish,lovely (with Khalid),gamma,2023,1.0,1.0,1.0,labeled
Bang,47ter,Bang,gamma,2023,1.0,1.0,1.0,labeled
Enfant compliqué,Larry,Cité blanche,gamma,2023,1.0,1.0,1.0,labeled
Et toi?,Scylla,Masque de chair,gamma,2023,1.0,1.0,1.0,labeled
On avait dit,47ter,L'adresse,gamma,2023,1.0,1.0,1.0,labeled
Calumet,Hornet La Frappe,Ma ruche,gamma,2023,1.0,1.0,1.0,labeled
Dybala,Maes,Les derniers salopards,gamma,2023,1.0,1.0,1.0,labeled
