name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Diagon Alley and the Gringotts Vault,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Harry's Wondrous World,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Seuls et vaincus,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
Histoire d'amour,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
The Black Lake,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
The Quidditch World Cup,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Ma femme,Gaël Faye,Pili pili sur un croissant au beurre,delta,2024,1.0,1.0,1.0,labeled
La révolution - Main Theme,Saycet,La Révolution (Music from the Netflix Original Series),delta,2024,1.0,1.0,1.0,labeled
Bleu de lune,Zoufris Maracas,Bleu de lune,delta,2024,1.0,1.0,1.0,labeled
Restrictus,Mario Batkovic,Mario Batkovic,delta,2024,1.0,1.0,1.0,labeled
Chalouper,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
"It's a Man's Man's, Man's World",Sékouba Bambino,Sinikan,delta,2024,1.0,1.0,1.0,labeled
I Don't Care To Dance,J.E. Sunde,9 Songs About Love,delta,2024,1.0,1.0,1.0,labeled
Je vous trouve un charme fou - En duo avec Gaëtan Roussel,Hoshi,Il suffit d'y croire (Version deluxe),delta,2024,1.0,1.0,1.0,labeled
Paris métèque,Gaël Faye,Rythmes et botanique,delta,2024,1.0,1.0,1.0,labeled
Prologue,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Double Trouble,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Only Way Is Up,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
L'art de la défaite,Batlik,L'art de la défaite,delta,2024,1.0,1.0,1.0,labeled
Obliviate,Alexandre Desplat,"Harry Potter and the Deathly Hallows, Pt. 1 (Original Motion Picture Soundtrack)",delta,2024,1.0,1.0,1.0,labeled
Hogwarts' March,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
The Arrival of Baby Harry,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Seeds,Camille,OUÏ,delta,2024,1.0,1.0,1.0,labeled
Zanzibar,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
Rire aux éclats,Volo,Chanson française,delta,2024,1.0,1.0,1.0,labeled
Derfi di hebe,Dino Brandāo,Ich liebe Dich,delta,2024,1.0,1.0,1.0,labeled
Kerozen,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
Irruption,Gaël Faye,Rythmes et botanique,delta,2024,1.0,1.0,1.0,labeled
Reunion of Friends,John Williams,Harry Potter and The Chamber of Secrets/ Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Magnolias for Ever,Emma Peters,Emma Peters (Remixed),delta,2024,1.0,1.0,1.0,labeled
Neville's Waltz,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
The Dark Mark,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Rita Skeeter,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Il n'y a pas d'amour heureux,Poom,2016,delta,2024,1.0,1.0,1.0,labeled
A-France,Gaël Faye,Pili pili sur un croissant au beurre,delta,2024,1.0,1.0,1.0,labeled
Pardonne-moi,ELISA ERKA,Pardonne-moi,delta,2024,1.0,1.0,1.0,labeled
Keren Chave,Various Artists,Gipsy World Vol. 1: The Best Of Voices (Les Voix Tziganes),delta,2024,1.0,1.0,1.0,labeled
Le monde s'est dédoublé,Clara Ysé,Le monde s'est dédoublé,delta,2024,1.0,1.0,1.0,labeled
Paysage,MPL,L'étoile,delta,2024,1.0,1.0,1.0,labeled
Respire,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
"Lisboa, Jerusalem",Igit,"Lisboa, Jerusalem",delta,2024,1.0,1.0,1.0,labeled
Mischief Managed!,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
País Azucar,Blundetto,Good Good Things,delta,2024,1.0,1.0,1.0,labeled
Balade brésilienne,Gaël Faye,Des fleurs,delta,2024,1.0,1.0,1.0,labeled
Yes I Do,Monika,Exit,delta,2024,1.0,1.0,1.0,labeled
Jackie Jacky Jack,Gaël Faye,Des fleurs,delta,2024,1.0,1.0,1.0,labeled
Waiting Around To Die,The Be Good Tanyas,Chinatown,delta,2024,1.0,1.0,1.0,labeled
Bamako,Roswell Rudd,Malicool,delta,2024,1.0,1.0,1.0,labeled
À trop courir,Gaël Faye,Rythmes et botanique,delta,2024,1.0,1.0,1.0,labeled
Journey To The Cave,Nicholas Hooper,Harry Potter and the Half-Blood Prince (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Pemmican,La Fine Equipe,Pemmican,delta,2024,1.0,1.0,1.0,labeled
C'est cool,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
Dumbledore's Farewell,Nicholas Hooper,Harry Potter and the Half-Blood Prince (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Petit pays,Gaël Faye,Pili pili sur un croissant au beurre,delta,2024,1.0,1.0,1.0,labeled
Walk,Guillaume Perret,Free,delta,2024,1.0,1.0,1.0,labeled
Leaving Hogwarts,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Apo Mesa Pethamenos,Arleta,Zitate Na Sas Po,delta,2024,1.0,1.0,1.0,labeled
Lundi Méchant,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
"Paola, 11099",Mikis Theodorakis,State of Siege (Original Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Dumbledore's Army,Various Artists,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Deep End,Fousheé,Deep End,delta,2024,1.0,1.0,1.0,labeled
A Window to the Past,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Fawkes Is Reborn,John Williams,Harry Potter and The Chamber of Secrets/ Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Harry in Winter,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
Boomer,Gaël Faye,Lundi Méchant,delta,2024,1.0,1.0,1.0,labeled
Por Una Cabeza,QuinTango,Quintango,delta,2024,1.0,1.0,1.0,labeled
Hedwig's Theme,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Laka,Aventure,Laka,delta,2024,1.0,1.0,1.0,labeled
Another Year Ends,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
The Day Before You Came,Various Artists,Backspin: A Six Degrees 10 Year Anniversary Project,delta,2024,1.0,1.0,1.0,labeled
Lonely Carousel,Rodrigo Leão,Cinema,delta,2024,1.0,1.0,1.0,labeled
Pili pili sur un croissant au beurre,Gaël Faye,Pili pili sur un croissant au beurre,delta,2024,1.0,1.0,1.0,labeled
Je pars,Gaël Faye,Pili pili sur un croissant au beurre,delta,2024,1.0,1.0,1.0,labeled
"Paint It, Black",The Rolling Stones,Aftermath,delta,2024,1.0,1.0,1.0,labeled
Secrets of the Castle,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Out of Town,Jil Is Lucky,Off the Wall,delta,2024,1.0,1.0,1.0,labeled
Belesia,Ignacio Maria Gomez,Belesia,delta,2024,1.0,1.0,1.0,labeled
Buckbeak's Flight,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Mon amie la rose,Françoise Hardy,Françoise Hardy (Mon amie la rose),delta,2024,1.0,1.0,1.0,labeled
Fawkes the Phoenix,John Williams,Harry Potter and The Chamber of Secrets/ Original Motion Picture Soundtrack,delta,2024,1.0,1.0,1.0,labeled
Tôt le matin,Gaël Faye,Rythmes et botanique,delta,2024,1.0,1.0,1.0,labeled
Berlin,RY X,Dawn,delta,2024,1.0,1.0,1.0,labeled
Underwater Secrets,Various Artists,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),delta,2024,1.0,1.0,1.0,labeled
