name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Balloon,Ikson,"Your Story, Vol. 1",epsilon,2021,1.0,1.0,1.0,labeled
Café,Pandrezz,A Summer Day in Paris EP,epsilon,2021,1.0,1.0,1.0,labeled
I Got Love,MiyaGi & Endspiel,I Got Love,epsilon,2021,1.0,1.0,1.0,labeled
Parfum thérémine,L'Impératrice,Odyssée - EP,epsilon,2021,1.0,1.0,1.0,labeled
Nummer 1,Zuna,Mele7,epsilon,2021,1.0,1.0,1.0,labeled
Right Here,Adaptiv,Right Here,epsilon,2021,1.0,1.0,1.0,labeled
Down On Me,Melokind,Voices,epsilon,2021,1.0,1.0,1.0,labeled
"The Storm (feat. Israel Bell, Patty Crash) - Ryan Riback Remix",Kronic,The Storm (feat. Israel Bell & Patty Crash) [Remixes],epsilon,2021,1.0,1.0,1.0,labeled
Exactly,Pandrezz,Exactly,epsilon,2021,1.0,1.0,1.0,labeled
Calling,The Kudu,Calling,epsilon,2021,1.0,1.0,1.0,labeled
Avec le 6,Manaberry,Avec le 6,epsilon,2021,1.0,1.0,1.0,labeled
Onizuka - Relaxed Trap Beat Mix,Nesyu Beats,Smooth Trap & Deep Rap Instrumentals - Hip Hop Instrumentals,epsilon,2021,1.0,1.0,1.0,labeled
Mars (feat. Charlotte Puppinck),Valy Mo,Mars (feat. Charlotte Puppinck),epsilon,2021,1.0,1.0,1.0,labeled
Things I Said,Nu Aspect,Things I Said,epsilon,2021,1.0,1.0,1.0,labeled
Clouds,Sinceu,Clouds,epsilon,2021,1.0,1.0,1.0,labeled
An Evening Paradigm,Camikaze,Thousands,epsilon,2021,1.0,1.0,1.0,labeled
Chills,Bad Decisions,Chills,epsilon,2021,1.0,1.0,1.0,labeled
"A Million on My Soul (Radio Edit) - From ""Valerian and the City of a Thousand Planets""",Alexiane,"A Million on My Soul (Radio Edit) [From ""Valerian and the City of a Thousand Planets""]",epsilon,2021,1.0,1.0,1.0,labeled
Doing It for the Money,Foster The People,Sacred Hearts Club,epsilon,2021,1.0,1.0,1.0,labeled
Do It Again,Pia Mia,Do It Again,epsilon,2021,1.0,1.0,1.0,labeled
The Kids Aren't Alright,The Offspring,Americana,epsilon,2021,1.0,1.0,1.0,labeled
A New World,Manaberry,Conquerors,epsilon,2021,1.0,1.0,1.0,labeled
Je représente,Kery James,Réel,epsilon,2021,1.0,1.0,1.0,labeled
Painkiller,Jesper Jenset,Painkiller,epsilon,2021,1.0,1.0,1.0,labeled
Memories,Emmit Fenn,Eclipse - EP,epsilon,2021,1.0,1.0,1.0,labeled
La Grande classe,Rohff,Le Code De L'horreur,epsilon,2021,1.0,1.0,1.0,labeled
Baby,Bakermat,Baby,epsilon,2021,1.0,1.0,1.0,labeled
Sirop,Sara Costa,Sirop,epsilon,2021,1.0,1.0,1.0,labeled
Come Around,DeusExMaschine,Come Around,epsilon,2021,1.0,1.0,1.0,labeled
Driving With Open Windows,Pandrezz,Out of the Cave,epsilon,2021,1.0,1.0,1.0,labeled
rockstar,Post Malone,rockstar (feat. 21 Savage),epsilon,2021,1.0,1.0,1.0,labeled
Too Fast,Wizard,Steady Stackin 2,epsilon,2021,1.0,1.0,1.0,labeled
All Falls Down (feat. Juliander),Alan Walker,All Falls Down (feat. Juliander),epsilon,2021,1.0,1.0,1.0,labeled
Attitude,Eric Chase,Attitude,epsilon,2021,1.0,1.0,1.0,labeled
Lyd (Like You Do),Lucky Luke,Lyd (Like You Do),epsilon,2021,1.0,1.0,1.0,labeled
Takin' You For A Ride,Various Artists,Chillhop Essentials Summer 2018,epsilon,2021,1.0,1.0,1.0,labeled
Paso Lento - Instrumental,Maxy pley One,La Mala,epsilon,2021,1.0,1.0,1.0,labeled
Real Friends,Camila Cabello,Real Friends,epsilon,2021,1.0,1.0,1.0,labeled
Scorpio,Xan Griffin,Scorpio,epsilon,2021,1.0,1.0,1.0,labeled
Taj,BLR,EP Part 1,epsilon,2021,1.0,1.0,1.0,labeled
Holding On,Lika Morgan,Holding On,epsilon,2021,1.0,1.0,1.0,labeled
Rue Montorgueil,Tomas Skyldeberg,Streets Of Paris,epsilon,2021,1.0,1.0,1.0,labeled
