name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Si facile,Casseurs Flowters,Comment c'est loin,alpha,2019,1.0,1.0,1.0,labeled
Allons voir,La Rue Kétanou,Allons voir,alpha,2019,1.0,1.0,1.0,labeled
A ton sourire,Les P'tits Yeux,Carnet de NOTES,alpha,2019,1.0,1.0,1.0,labeled
La casa,La Casa Bancale,Casa Nostra,alpha,2019,1.0,1.0,1.0,labeled
Jimmy,Moriarty,Gee Whiz but This Is a Lonesome Town (Deluxe Edition),alpha,2019,1.0,1.0,1.0,labeled
"La vie d'écolier (with Ours, Ben Ricour, Ben Mazué & Didier Wampas)",Aldebert,Enfantillages 2,alpha,2019,1.0,1.0,1.0,labeled
Raggamuffin,Selah Sue,Selah Sue,alpha,2019,1.0,1.0,1.0,labeled
Al Abama,Chapelier Fou,Al Abama,alpha,2019,1.0,1.0,1.0,labeled
Happiest Man on Earth - Radio Edit,Broken Back,"Dear Misfortune, Mother of Joy - EP",alpha,2019,1.0,1.0,1.0,labeled
Biking Is Better,Wintergatan,Wintergatan,alpha,2019,1.0,1.0,1.0,labeled
Luggage,Chapelier Fou,613,alpha,2019,1.0,1.0,1.0,labeled
Les Sablons,Oskar Schuster,Les Valses Invisibles,alpha,2019,1.0,1.0,1.0,labeled
La vie à deux,Debout Sur Le Zinc,La Fuite en Avant,alpha,2019,1.0,1.0,1.0,labeled
My Number,Foals,Holy Fire,alpha,2019,1.0,1.0,1.0,labeled
Arc de Triomphe,Paris Café Society,Paris Cafe French Hot Club Gypsy Jazz Guitar Favorites,alpha,2019,1.0,1.0,1.0,labeled
Chat de gouttière,La Belle Bleue,Morceaux de papier,alpha,2019,1.0,1.0,1.0,labeled
True Sorry,Ibrahim Maalouf,Illusions,alpha,2019,1.0,1.0,1.0,labeled
Oh oui je t'aime,NACH,Nach,alpha,2019,1.0,1.0,1.0,labeled
Something Good,alt-J,An Awesome Wave,alpha,2019,1.0,1.0,1.0,labeled
Suis-moi,Cyrille Aimee,Suis-moi,alpha,2019,1.0,1.0,1.0,labeled
Mountains - Acoustic,Biffy Clyro,Many of Horror,alpha,2019,1.0,1.0,1.0,labeled
Wonderful,OMFG,Wonderful,alpha,2019,1.0,1.0,1.0,labeled
NUITS FAUVES,Fauve,BLIZZARD,alpha,2019,1.0,1.0,1.0,labeled
Chord Left,Agnes Obel,Aventine,alpha,2019,1.0,1.0,1.0,labeled
Pour tes merveilles,Chants de l'Emmanuel,"Best of louange, vol. 2 (Il est vivant!)",alpha,2019,1.0,1.0,1.0,labeled
Jump Session,Slim & Slam,1938-1939,alpha,2019,1.0,1.0,1.0,labeled
Summer,Joe Hisaishi,Kikujiro (Original Soundtrack),alpha,2019,1.0,1.0,1.0,labeled
Le bruit,Oldelaf,Dimanche,alpha,2019,1.0,1.0,1.0,labeled
Mashed Potatoes,OMFG,Mashed Potatoes,alpha,2019,1.0,1.0,1.0,labeled
La radio qui chante,Yves Jamait,Saison 4,alpha,2019,1.0,1.0,1.0,labeled
Ixtapa,Rodrigo y Gabriela,Rodrigo Y Gabriela,alpha,2019,1.0,1.0,1.0,labeled
Les saintes,Amélie-Les-Crayons,Jusqu'à la mer,alpha,2019,1.0,1.0,1.0,labeled
Windfall,TheFatRat,Windfall,alpha,2019,1.0,1.0,1.0,labeled
It Only Took A Kiss,Big Bad Voodoo Daddy,Rattle Them Bones (Deluxe Edition),alpha,2019,1.0,1.0,1.0,labeled
Ice Cream,OMFG,Ice Cream,alpha,2019,1.0,1.0,1.0,labeled
Underground,Mariama,The Easy Way Out,alpha,2019,1.0,1.0,1.0,labeled
Emmène-moi,Boulevard des Airs,Bruxelles,alpha,2019,1.0,1.0,1.0,labeled
"Darling, Darling, Darling...",Chapelier Fou,"Darling, Darling, Darling...",alpha,2019,1.0,1.0,1.0,labeled
Crazy Vibes,Selah Sue,Raggamuffin,alpha,2019,1.0,1.0,1.0,labeled
bâtard,Stromae,racine carrée,alpha,2019,1.0,1.0,1.0,labeled
Objectif terre,Ridan,L'Ange De Mon Démon,alpha,2019,1.0,1.0,1.0,labeled
When I Get Low I Get High,The Hot Sardines,When I Get Low I Get High,alpha,2019,1.0,1.0,1.0,labeled
L'été,3 Gars Su'l Sofa,"Des cobras, des tarentules",alpha,2019,1.0,1.0,1.0,labeled
L'album photo,Aldebert,Les paradis Disponibles,alpha,2019,1.0,1.0,1.0,labeled
Anthem,Emancipator,Soon It Will Be Cold Enough,alpha,2019,1.0,1.0,1.0,labeled
Je suis moi,NACH,Nach,alpha,2019,1.0,1.0,1.0,labeled
Conquest Of Spaces,Woodkid,The Golden Age,alpha,2019,1.0,1.0,1.0,labeled
Salento,René Aubry,Plaisirs d'amour,alpha,2019,1.0,1.0,1.0,labeled
Bande à part,Matmatah,Antaology,alpha,2019,1.0,1.0,1.0,labeled
Bei Mir Bist Du Schoen,The Hot Sardines,Wake Up In Paris,alpha,2019,1.0,1.0,1.0,labeled
The Jitters,Big Bad Voodoo Daddy,Rattle Them Bones (Deluxe Edition),alpha,2019,1.0,1.0,1.0,labeled
Oh oui je t'aime,NACH,Oh oui je t'aime,alpha,2019,1.0,1.0,1.0,labeled
Comptine d'un autre été – L'après-midi,Amelie,Comptine d'un autre été – L'après-midi,alpha,2019,1.0,1.0,1.0,labeled
This World,Selah Sue,Selah Sue,alpha,2019,1.0,1.0,1.0,labeled
Elsa,Les P'tits Yeux,Les Temps Heureux,alpha,2019,1.0,1.0,1.0,labeled
Les moutons - Cuvée 97,Matmatah,Antaology,alpha,2019,1.0,1.0,1.0,labeled
I Love You,Woodkid,The Golden Age,alpha,2019,1.0,1.0,1.0,labeled
Little Talks,Of Monsters and Men,My Head Is An Animal,alpha,2019,1.0,1.0,1.0,labeled
I Wanna Be Like You,Big Bad Voodoo Daddy,This Beautiful Life,alpha,2019,1.0,1.0,1.0,labeled
The Stojka Empire (feat Harry Stojka & The Cat Empire),[dunkelbunt],Morgenlandfahrt (Deluxe Edition),alpha,2019,1.0,1.0,1.0,labeled
Hello,OMFG,Hello,alpha,2019,1.0,1.0,1.0,labeled
Petits d'anges (with Sophie Tith),Aldebert,Enfantillages 2,alpha,2019,1.0,1.0,1.0,labeled
La grande cascade,René Aubry,Plaisirs d'amour,alpha,2019,1.0,1.0,1.0,labeled
Le cran,Debout Sur Le Zinc,La Fuite en Avant,alpha,2019,1.0,1.0,1.0,labeled
Repenti,Renan Luce,Repenti,alpha,2019,1.0,1.0,1.0,labeled
Les métamorphoses du vide,Chapelier Fou,613,alpha,2019,1.0,1.0,1.0,labeled
Going Back To New Orleans - Bonus Track,Big Bad Voodoo Daddy,Rattle Them Bones (Deluxe Edition),alpha,2019,1.0,1.0,1.0,labeled
Le capitaine de la barrique,La Rue Kétanou,Allons voir,alpha,2019,1.0,1.0,1.0,labeled
Patricia,La Rue Kétanou,Allons voir,alpha,2019,1.0,1.0,1.0,labeled
Petite Fleur,The Hot Sardines,Wake Up In Paris,alpha,2019,1.0,1.0,1.0,labeled
Amen Omen,Ben Harper,Diamonds On The Inside,alpha,2019,1.0,1.0,1.0,labeled
The Shore,Woodkid,The Golden Age,alpha,2019,1.0,1.0,1.0,labeled
Indécis,Debout Sur Le Zinc,La Fuite en Avant,alpha,2019,1.0,1.0,1.0,labeled
Cœur de pierre,NACH,Nach,alpha,2019,1.0,1.0,1.0,labeled
Cheesecake,Louis Armstrong,Hello Louis - The Hit Years (1963-1969),alpha,2019,1.0,1.0,1.0,labeled
Hévenu Shalom Aléchem,Barcelona Gipsy Klezmer Orchestra,Imbarca,alpha,2019,1.0,1.0,1.0,labeled
La soucoupe volante (with Leeroy),Aldebert,Enfantillages 2,alpha,2019,1.0,1.0,1.0,labeled
A petit feu,Aldebert,Les paradis Disponibles,alpha,2019,1.0,1.0,1.0,labeled
Parade,Rone,Tohu Bohu,alpha,2019,1.0,1.0,1.0,labeled
Sun,Two Door Cinema Club,Beacon (Deluxe Version),alpha,2019,1.0,1.0,1.0,labeled
Fly,Ludovico Einaudi,Divenire,alpha,2019,1.0,1.0,1.0,labeled
For J√≥hann,V√≠kingur √ìlafsson,Bach Reworks (Pt. 1),alpha,2019,0.25778609967977867,0.9255468922259816,0.5916664959528801,predicted
"Concerto For Piano And Orchestra In G, Second Movement",Herbie Hancock,Gershwin's World,alpha,2019,0.25197259199002003,0.9900086161899703,0.6209906040899952,predicted
This Reminds You - Satie Remix,Remy Van Kesteren,Shadows,alpha,2019,0.2497315485479211,0.9856892335666798,0.6177103910573004,predicted
Sull Lull,Jan Garbarek,Madar,alpha,2019,0.2553693895870736,0.9929953069323204,0.624182348259697,predicted
Joy,Avishai Cohen,Shifting Sands,alpha,2019,0.23524961578711232,0.7831962328601921,0.5092229243236522,predicted
Chilly in F Minor,Chilly Gonzales,√úber Alles Director's Cut,alpha,2019,0.26758058717795086,0.9797920124365906,0.6236862998072707,predicted
Emotional Storm,Avishai Cohen,Two Roses,alpha,2019,0.24273154854792106,0.7762284026142537,0.5094799755810874,predicted
Riders on the Storm,Lisa Bassenge,Canyon Songs (Bonus Track Version),alpha,2019,0.22583333333333333,0.9858025001079294,0.6058179167206313,predicted
Annobon,Henri Texier,Carnet de routes,alpha,2019,0.250576010518912,0.974784627662933,0.6126803190909225,predicted
My Funny Valentine (feat. Herbie Hancock),Sting,My Funny Valentine (feat. Herbie Hancock),alpha,2019,0.24473154854792106,0.7880432116441404,0.5163873800960307,predicted
Sang M√™l√©,Eddy Louiss,Face to Face,alpha,2019,0.24625,0.9663818600157289,0.6063159300078644,predicted
Grauer Beton - Lambert Rework,Lambert,Grauer Beton (Lambert Rework),alpha,2019,0.23524961578711232,0.8947901860755851,0.5650199009313487,predicted
Armando's Rhumba,Steve Gadd,Armando's Rhumba,alpha,2019,0.260202265748581,0.8910048299373966,0.5756035478429888,predicted
Tour de France (Etape 1) - 2009 Remaster,Kraftwerk,Tour de France (2009 Remaster),alpha,2019,0.2322442528735632,0.9791737164740821,0.6057089846738226,predicted
Concussion - Live,Delvon Lamarr Organ Trio,Live In Loveland!,alpha,2019,0.24421741726373253,0.593715662801793,0.4189665400327628,predicted
Maryan,Robert Wyatt,Shleep,alpha,2019,0.238625,0.9859580079307229,0.6122915039653615,predicted
La For√™t,Chansons Pour Enfants B√©b√© TaTaTa,B√©b√© M√©ditation,alpha,2019,0.24688633082238426,0.6225106277468666,0.43469847928462546,predicted
All Night,Lemongrass,Imagine,alpha,2019,0.22461027440658962,0.9872033989319358,0.6059068366692627,predicted
Orph√©e & Eurydice: M√©lodie - Arranged by Charl du Plessis,Charl du Plessis Trio,Baroqueswing Vol. II,alpha,2019,0.2540686697600423,0.9807335751209175,0.6174011224404798,predicted
√âternelle - Version Lieu Unique,La Souterraine,ALLOPOP,alpha,2019,0.23626133082238426,0.8274701801399132,0.5318657554811488,predicted
Canto De Ossanha,Jonathan Kreisberg,One,alpha,2019,0.2558305871779509,0.9931365572249471,0.624483572201449,predicted
No Woman No Cry,Monty Alexander,"Harlem-Kingston Express (Live at Dizzy's Club Coca-Cola, NYC)",alpha,2019,0.23199999999999998,0.979058421062849,0.6055292105314245,predicted
Tadow - Edit,Masego,Tadow,alpha,2019,0.22830075059706584,0.9515543701162181,0.589927560356642,predicted
Welcome 2 America,Prince,Welcome 2 America,alpha,2019,0.23245749821617834,0.7473056958562165,0.48988159703619744,predicted
Sweet & Slow,Nigel Kennedy,Recital,alpha,2019,0.24491666666666667,0.9894298893047623,0.6171732779857144,predicted
Il Pleure (At The Turn Of The Century),The Art Of Noise,The Seduction Of Claude Debussy,alpha,2019,0.23886353041290515,0.9314108775456296,0.5851372039792674,predicted
Children¬¥s World,Maceo Parker,Roots Revisited,alpha,2019,0.24036364246063685,0.9365434272227973,0.588453534841717,predicted
Frevo,Camille Bertault,Playground,alpha,2019,0.24879800444168335,0.8101017279255557,0.5294498661836196,predicted
"La plus que lente, L. 121 (Arr. Roques)",Alexandre Tharaud,Debussy & Poulenc: Cello Sonatas,alpha,2019,0.26909759199002004,0.9824633196873549,0.6257804558386875,predicted
Rain,Kenny Barron & Dave Holland,The Art Of Conversation,alpha,2019,0.2534735063409273,0.9883369275254785,0.6209052169332029,predicted
Cry Me A River,Ray Brown Trio,Soular Energy,alpha,2019,0.2427908621229517,0.960048018236019,0.6014194401794853,predicted
Love Land - Live,Delvon Lamarr Organ Trio,Love Land (Live),alpha,2019,0.252416282453779,0.85273346769021,0.5525748750719945,predicted
Gymnop√©die No. 1,Cyrus Chestnut,Kaleidoscope,alpha,2019,0.7405249454490124,0.9826093449920812,0.8615671452205468,predicted
Journey to Infinity,Mandharu,Universal Knowledge,alpha,2019,0.2478565485479211,0.9064845100796001,0.5771705293137606,predicted
Deep Sea,Daevid Allen,Stroking the Tail of the Bird,alpha,2019,0.24013925865668673,0.9907416682906277,0.6154404634736572,predicted
Bol√©ro,Trio X of Sweden,Tr√§umerei,alpha,2019,0.2463693895870736,0.9943240604980295,0.6203467250425515,predicted
√î Solitude,Rosemary Standley,Birds On a Wire,alpha,2019,0.2407224646175219,0.9892777527657942,0.6150001086916581,predicted
Probier's mal mit Gem√ºtlichkeit,Quadro Nuevo,Probier's mal mit Gem√ºtlichkeit,alpha,2019,0.25691739402875696,0.553282174419295,0.4050997842240259,predicted
Bim Bom,Morten Ankarfeldt,Cad√™ncia Verde e Amarela,alpha,2019,0.252202265748581,0.7491655130655258,0.5006838894070534,predicted
Jenny Wren,Baptiste Trotignon,Chimichurri,alpha,2019,0.2401482152145878,0.9928040754051733,0.6164761453098806,predicted
Plaisir D'Amour,Jacky Terrasson,A Paris,alpha,2019,0.2565454545454545,0.9839202364880285,0.6202328455167415,predicted
Neige,Airelle Besson,Pr√©lude,alpha,2019,0.2647833100983578,0.9834398347928712,0.6241115724456145,predicted
Etude in E Minor,Benedict Larsen,Etude in E Minor,alpha,2019,0.25620607511981136,0.6931781214965045,0.47469209830815795,predicted
You're Everything,Chick Corea,Light As A Feather,alpha,2019,0.24506940033847474,0.7992892422638621,0.5221793213011684,predicted
"""Elgar: Variations on an Original Theme, Op. 36 """"Enigma"""": Variation IX. Nimrod""",Edward Elgar,Elgar: Enigma Variations & Pomp & Circumstance Marches Nos 1-5,alpha,2019,0.2671108567103743,0.9820799579191992,0.6245954073147868,predicted
First Gymnopedie,Eddie Daniels,Beautiful Love: Intimate Jazz Portraits,alpha,2019,0.2523892586566867,0.9963218754445529,0.6243555670506198,predicted
Egyptian Fantasy,Vincent Peirani,Belle √âpoque,alpha,2019,0.2647833100983578,0.9920316302449612,0.6284074701716595,predicted
Disse Algu√©m (All Of Me),Jo√£o Gilberto,Brasil,alpha,2019,0.24304545454545454,0.9711464992965778,0.6070959769210161,predicted
Moon Over Bourbon Street,Sting,The Dream Of The Blue Turtles,alpha,2019,0.25106245935752375,0.9590140451228024,0.605038252240163,predicted
A Single Spark,Harry Manx,Faith Lift,alpha,2019,0.25203567204085264,0.9579520743736457,0.6049938732072492,predicted
Tour de France (Etape 2) - 2009 Remaster,Kraftwerk,Tour de France (2009 Remaster),alpha,2019,0.23711925287356322,0.9522664029966539,0.5946928279351086,predicted
Liquid Coincidence 1,Klaus Schulze,Farscape,alpha,2019,0.2321420048120692,0.9874818445474247,0.609811924679747,predicted
Le sud,Alain Bashung,Osez Bashung,alpha,2019,0.22824999999999998,0.9708348119164064,0.5995424059582032,predicted
Movements Of A Visionary - Remastered 2018,Tangerine Dream,Phaedra (Deluxe Version),alpha,2019,0.21444555504240867,0.9829126399878827,0.5986790975151457,predicted
Little Melody,Bir√©li Lagr√®ne,Solo Suites,alpha,2019,0.25806213572587194,0.845834828223444,0.551948481974658,predicted
You Look Good To Me,Oscar Peterson,Work From Home with Oscar Peterson,alpha,2019,0.2438744056907782,0.988654702604615,0.6162645541476965,predicted
Les valseuses,Didier Lockwood,3 Original Album Classics,alpha,2019,0.25004246651015055,0.9927118451773794,0.621377155843765,predicted
Der Hauch des Lebens - Pt. 5,Klaus Schulze,Der Hauch des Lebens - Pt. 5,alpha,2019,0.24085654854792107,0.8017389372596989,0.52129774290381,predicted
"""Mannix - From """"Mannix"""" Soundtrack""",Lalo Schifrin,Mannix (Themes From The Original Score Of The Paramount Television Show),alpha,2019,0.23464170590646996,0.8993487070163713,0.5669952064614207,predicted
Konda,Miles Davis,Directions,alpha,2019,0.24384759199002004,0.9572818529174757,0.6005647224537478,predicted
"Eh, Mushroom, Will You Mush My Room?: Chrysler",Dashiell Hedayat,Obsolete,alpha,2019,0.22307363883581474,0.9655955134430269,0.5943345761394208,predicted
"12 Etudes For Piano, Op. 8: No. 12 - Alternative Version (WoO 22)",Alexander Scriabin,Scriabin - Nuances,alpha,2019,0.25557199118941215,0.9939065408777962,0.6247392660336042,predicted
Autumn Leaves,Eva Cassidy,Songbird 20,alpha,2019,0.2486176912814275,0.9754603647985991,0.6120390280400133,predicted
Junk Funk - Live,Uzeb,R3UNION LIVE,alpha,2019,0.23720226574858103,0.9846234724443487,0.6109128690964648,predicted
I Have Been In You,Frank Zappa,Sheik Yerbouti,alpha,2019,0.23682363883581473,0.5750316147911505,0.4059276268134826,predicted
Rose rouge,St Germain,Tourist (Remastered),alpha,2019,0.2516545519995137,0.8510302705436876,0.5513424112716007,predicted
Peace Invocation (feat. Charles Lloyd),Gerald Clayton,Peace Invocation,alpha,2019,0.25707999286872907,0.8378203519227176,0.5474501723957234,predicted
Como Siento Yo,Ruben Gonzalez,Introducing,alpha,2019,0.26224153138395945,0.9935906329992167,0.6279160821915881,predicted
"6 Stucke, Op. 32: 6 Pieces, Op. 32: No. 3. Rustle of Spring",Christian Sinding,"Sinding, C.: Violin and Piano Music",alpha,2019,0.2635748647172928,0.9875754332624916,0.6255751489898922,predicted
Pause,The Art Of Noise,The Seduction Of Claude Debussy,alpha,2019,0.25019411759085597,0.9788461496338691,0.6145201336123625,predicted
