name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Perfect Day,Lou Reed,Transformer,delta,2019,1.0,1.0,1.0,labeled
Amen - Live in Dublin,Leonard Cohen,Live In Dublin,delta,2019,1.0,1.0,1.0,labeled
Sur la route - Live 2010,Raphaël,Raphael Live,delta,2019,1.0,1.0,1.0,labeled
Forget It,Rodríguez,Cold Fact,delta,2019,1.0,1.0,1.0,labeled
A Most Disgusting Song,Rodríguez,Coming From Reality,delta,2019,1.0,1.0,1.0,labeled
Love It Or Leave It,Asaf Avidan,Different Pulses (Edition Deluxe),delta,2019,1.0,1.0,1.0,labeled
Street Boy,Rodríguez,Searching For Sugar Man,delta,2019,1.0,1.0,1.0,labeled
Hangwoman,Asaf Avidan & the Mojos,The Reckoning,delta,2019,1.0,1.0,1.0,labeled
"Il est cinq heures, Paris s'éveille",Jacques Dutronc,Il est cinq heures,delta,2019,1.0,1.0,1.0,labeled
Knockin' On Heaven's Door,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),delta,2019,1.0,1.0,1.0,labeled
The Only Thing Worth Fighting For - From The HBO Series True Detective,Lera Lynn,The Only Thing Worth Fighting For (From The HBO Series True Detective),delta,2019,1.0,1.0,1.0,labeled
Terminal 2B - Live 2011,Raphaël,Raphael Live,delta,2019,1.0,1.0,1.0,labeled
Walk On the Wild Side,Lou Reed,Transformer,delta,2019,1.0,1.0,1.0,labeled
Save the Rhino,Peter Sarstedt,ON SONG,delta,2019,1.0,1.0,1.0,labeled
The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',delta,2019,1.0,1.0,1.0,labeled
Condolence,Benjamin Clementine,Glorious You,delta,2019,1.0,1.0,1.0,labeled
"Field Commander Cohen - Live at Denver Soundcheck, 2012",Leonard Cohen,Can't Forget: A Souvenir of the Grand Tour,delta,2019,1.0,1.0,1.0,labeled
Hallelujah,Leonard Cohen,Various Positions,delta,2019,1.0,1.0,1.0,labeled
La lettre de Violette,Philippe Sarde,Violette et François (Original Cinema Soundtrack),delta,2019,1.0,1.0,1.0,labeled
Struggle For Pleasure,Wim Mertens,The Belly Of An Architect,delta,2019,1.0,1.0,1.0,labeled
Little Parcels Of An Endless Time,Asaf Avidan,Gold Shadow,delta,2019,1.0,1.0,1.0,labeled
Bird on the Wire - Live in Dublin,Leonard Cohen,Live In Dublin,delta,2019,1.0,1.0,1.0,labeled
Lately - From The HBO Series True Detective,Various Artists,True Detective (Music From The HBO Series),delta,2019,1.0,1.0,1.0,labeled
You Want It Darker,Leonard Cohen,You Want It Darker,delta,2019,1.0,1.0,1.0,labeled
Suzanne,Leonard Cohen,Songs Of Leonard Cohen,delta,2019,1.0,1.0,1.0,labeled
La Tendresse,Marie Laforêt,Best Of 2 CD,delta,2019,1.0,1.0,1.0,labeled
Hurricane,Bob Dylan,Desire,delta,2019,1.0,1.0,1.0,labeled
Dancing Barefoot,Patti Smith,Wave,delta,2019,1.0,1.0,1.0,labeled
Happe - Live 2006,Raphaël,Une Nuit Au Châtelet,delta,2019,1.0,1.0,1.0,labeled
My Tunnels Are Long And Dark These Days,Asaf Avidan,Gold Shadow,delta,2019,1.0,1.0,1.0,labeled
My Least Favorite Life - From The HBO Series True Detective,Lera Lynn,My Least Favorite Life (From The HBO Series True Detective),delta,2019,1.0,1.0,1.0,labeled
Amen,Leonard Cohen,Old Ideas,delta,2019,1.0,1.0,1.0,labeled
Une petite cantate - Live 2006,Raphaël,Une Nuit Au Châtelet,delta,2019,1.0,1.0,1.0,labeled
Famous Blue Raincoat,Leonard Cohen,Songs Of Love And Hate,delta,2019,1.0,1.0,1.0,labeled
Tuolumne,Various Artists,Music For The Motion Picture Into The Wild,delta,2019,1.0,1.0,1.0,labeled
Darkness,Leonard Cohen,Old Ideas,delta,2019,1.0,1.0,1.0,labeled
"The Partisan - Live Oct 10, 2008; Hartwall Arena, Helsinki, Finland",Leonard Cohen,Songs From The Road,delta,2019,1.0,1.0,1.0,labeled
The Swimming Song,Loudon Wainwright III,Attempted Mustache,delta,2019,1.0,1.0,1.0,labeled
Blown Away,Sivert Høyem,Long Slow Distance,delta,2019,1.0,1.0,1.0,labeled
"Say It Ain't So, Joe",Murray Head,Say It Ain't So,delta,2019,1.0,1.0,1.0,labeled
La Route de nuit - Live 2006,Raphaël,Résistance À La Nuit,delta,2019,1.0,1.0,1.0,labeled
Middle Of My Mind,Tom Rosenthal,The Pleasant Trees (Volume 2),delta,2019,1.0,1.0,1.0,labeled
Ulysses and the Sea,Papooz,Papooz,delta,2019,1.0,1.0,1.0,labeled
"So Long, Marianne",Leonard Cohen,Songs Of Leonard Cohen,delta,2019,1.0,1.0,1.0,labeled
"Inner City Blues - Recorded Live on the Streets of Paris, June 12, 2009",Rodríguez,"Record Store Day 7""",delta,2019,1.0,1.0,1.0,labeled
Get Back To The Country,Neil Young,Old Ways,delta,2019,1.0,1.0,1.0,labeled
Going Home,Leonard Cohen,Old Ideas,delta,2019,1.0,1.0,1.0,labeled
Dance Me to the End of Love - Live in Dublin,Leonard Cohen,Live In Dublin,delta,2019,1.0,1.0,1.0,labeled
Me and Bobby McGee,Janis Joplin,Pearl (Legacy Edition),delta,2019,1.0,1.0,1.0,labeled
Thank You Lord,Bill Fay,Life Is People,delta,2019,1.0,1.0,1.0,labeled
Nevermind,Leonard Cohen,Popular Problems,delta,2019,1.0,1.0,1.0,labeled
Maybe You Are,Asaf Avidan & the Mojos,The Reckoning,delta,2019,1.0,1.0,1.0,labeled
Les gens qui doutent,Anne Sylvestre,Olympia 1986,delta,2019,1.0,1.0,1.0,labeled
Weak,Asaf Avidan & the Mojos,The Reckoning,delta,2019,1.0,1.0,1.0,labeled
Did I Ever Love You,Leonard Cohen,Popular Problems,delta,2019,1.0,1.0,1.0,labeled
Far Behind,Various Artists,Music For The Motion Picture Into The Wild,delta,2019,1.0,1.0,1.0,labeled
Different Pulses,Asaf Avidan,Different Pulses (Edition Deluxe),delta,2019,1.0,1.0,1.0,labeled
Je me Souviens,Melissmell,Ecoute S'Il Pleut (Deluxe Edition),delta,2019,1.0,1.0,1.0,labeled
Elle est d'ailleurs,Pierre Bachelet,Le Meilleur De,delta,2019,1.0,1.0,1.0,labeled
Cause,Rodríguez,Searching For Sugar Man,delta,2019,1.0,1.0,1.0,labeled
Ne partons pas fâchés,Raphaël,caravane,delta,2019,1.0,1.0,1.0,labeled
Far From Any Road,The Handsome Family,Singing Bones,delta,2019,1.0,1.0,1.0,labeled
The Grain,Black Oak,Equinox,delta,2019,1.0,1.0,1.0,labeled
Scherazade,Peter Sarstedt,ON SONG,delta,2019,1.0,1.0,1.0,labeled
"Ah, vita bella !",L'Arpeggiata,La Tarantella: Antidotum Tarantulae,delta,2019,1.0,1.0,1.0,labeled
Caravane,Raphaël,caravane,delta,2019,1.0,1.0,1.0,labeled
123HOPE,Tom Rosenthal,The Pleasant Trees (Volume 2),delta,2019,1.0,1.0,1.0,labeled
"Night Comes On - Live at Mönchengladbach Show, 2012",Leonard Cohen,Can't Forget: A Souvenir of the Grand Tour,delta,2019,1.0,1.0,1.0,labeled
Sugar Man,Rodríguez,Searching For Sugar Man,delta,2019,1.0,1.0,1.0,labeled
Fodder On Her Wings,Vic Chesnutt,North Star Deserter,delta,2019,1.0,1.0,1.0,labeled
Partir,Fauve,150.900,delta,2019,1.0,1.0,1.0,labeled
Blowin' in the Wind,Bob Dylan,The Freewheelin' Bob Dylan,delta,2019,1.0,1.0,1.0,labeled
Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,delta,2019,1.0,1.0,1.0,labeled
Let's Talk About Me,The Alan Parsons Project,Vulture Culture (Expanded Edition),delta,2019,1.0,1.0,1.0,labeled
River Man,Lizz Wright,Freedom & Surrender,delta,2019,0.23006701294543938,0.9626427072465495,0.5963548600959945,predicted
