name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Soothing,Laura Marling,Semper Femina,delta,2021,1.0,1.0,1.0,labeled
Fête de trop,Eddy de Pretto,Cure,delta,2021,1.0,1.0,1.0,labeled
Different Pulses,Asaf Avidan,Different Pulses,delta,2021,1.0,1.0,1.0,labeled
"Spring, Summer, Winter And Fall",Aphrodite's Child,Best Of,delta,2021,1.0,1.0,1.0,labeled
"Birds Canticum ""Birds Requiem"" Suite",Dhafer Youssef,Birds Requiem,delta,2021,1.0,1.0,1.0,labeled
Long Live the (D)Evil,Moriarty,Epitaph,delta,2021,1.0,1.0,1.0,labeled
Rock You Like a Hurricane - 2011,Scorpions,Comeblack,delta,2021,1.0,1.0,1.0,labeled
Stardust,Various Artists,Rain Man: Original Motion Picture Soundtrack,delta,2021,1.0,1.0,1.0,labeled
"Non, je ne regrette rien",Édith Piaf,Eternelle,delta,2021,1.0,1.0,1.0,labeled
Cocha Bamba,Flavia Coelho,Bossa Muffin,delta,2021,1.0,1.0,1.0,labeled
Formidable,La Bronze,Formidable,delta,2021,1.0,1.0,1.0,labeled
Decency,Balthazar,Thin Walls,delta,2021,1.0,1.0,1.0,labeled
Wild Fire,Laura Marling,Semper Femina,delta,2021,1.0,1.0,1.0,labeled
Tôt le matin,Gaël Faye,Rythmes et botanique,delta,2021,1.0,1.0,1.0,labeled
Waiting Around To Die,The Be Good Tanyas,Chinatown,delta,2021,1.0,1.0,1.0,labeled
Hated Because of Great Qualities,Blonde Redhead,Melody of Certain Damaged Lemons,delta,2021,1.0,1.0,1.0,labeled
What He Wrote,Laura Marling,I Speak Because I Can,delta,2021,1.0,1.0,1.0,labeled
Save the Rhino,Peter Sarstedt,ON SONG,delta,2021,1.0,1.0,1.0,labeled
Improvisació 1 - Live,Orfeó Català,Live in Barcelona: Palau De La Música Catalana,delta,2021,1.0,1.0,1.0,labeled
Witchwood,Strawbs,From The Witchwood,delta,2021,1.0,1.0,1.0,labeled
Little Lion Man,Mumford & Sons,Sigh No More,delta,2021,1.0,1.0,1.0,labeled
Road Movie,Yom,Songs for the Old Man,delta,2021,1.0,1.0,1.0,labeled
Blown Away,Sivert Høyem,Long Slow Distance,delta,2021,1.0,1.0,1.0,labeled
Dream,Jain,Souldier,delta,2021,1.0,1.0,1.0,labeled
Janna,I Muvrini,Luciole,delta,2021,1.0,1.0,1.0,labeled
Finally,Kristin Asbjørnsen,Traces of You,delta,2021,1.0,1.0,1.0,labeled
Lose,Kristin Asbjørnsen,The night shines like the day,delta,2021,1.0,1.0,1.0,labeled
All The Pretty Little Horses (Vocals - Nick Cave),Current 93,Calling For Vanished Faces,delta,2021,1.0,1.0,1.0,labeled
Treaty,Leonard Cohen,You Want It Darker,delta,2021,1.0,1.0,1.0,labeled
Saving the World Is Easy,Yom,With Love,delta,2021,1.0,1.0,1.0,labeled
Little Parcels Of An Endless Time,Asaf Avidan,Gold Shadow,delta,2021,1.0,1.0,1.0,labeled
Crucify Your Mind,Rodríguez,Cold Fact,delta,2021,1.0,1.0,1.0,labeled
La Complainte du Roi Renaud,Édith Piaf,Edith Piaf,delta,2021,1.0,1.0,1.0,labeled
Three King Fishers,Gábor Szabó,Bacchanal,delta,2021,1.0,1.0,1.0,labeled
Beyond The Blue Horizon,Various Artists,Rain Man: Original Motion Picture Soundtrack,delta,2021,1.0,1.0,1.0,labeled
Me faire la belle,Dooz Kawa,Bohemian Rap Story,delta,2021,1.0,1.0,1.0,labeled
Bayou,Dooz Kawa,Contes Cruels,delta,2021,1.0,1.0,1.0,labeled
Comfortably Numb,The Bad Plus,For All I Care (Exclusive Online Version),delta,2021,1.0,1.0,1.0,labeled
Armstrong,Claude Nougaro,Les 50 Plus Belles Chansons,delta,2021,1.0,1.0,1.0,labeled
La lettre de Violette,Philippe Sarde,Violette et François (Original Cinema Soundtrack),delta,2021,1.0,1.0,1.0,labeled
Le plat pays,Jacques Brel,Les Bourgeois (Vol.7),delta,2021,1.0,1.0,1.0,labeled
"Mallorca, Op. 202",Isaac Albéniz,Le voyage d'Albéniz,delta,2021,1.0,1.0,1.0,labeled
Si la photo est bonne,Barbara,Les 50 Plus Belles Chansons De Barbara,delta,2021,1.0,1.0,1.0,labeled
One In A Million,Katerine Duska,Embodiment,delta,2021,1.0,1.0,1.0,labeled
Cent fois,Cabadzi,Des angles et des épines,delta,2021,1.0,1.0,1.0,labeled
Story d'une souris triste,Dooz Kawa,Message aux anges noirs,delta,2021,1.0,1.0,1.0,labeled
Let Me Go Let Me Go Let Me Go,Jason Molina,"Let Me Go, Let Me Go, Let Me Go",delta,2021,1.0,1.0,1.0,labeled
Milk and Honey - 2001 Remaster,Jackson C. Frank,Jackson C. Frank (2001 Remastered Version),delta,2021,1.0,1.0,1.0,labeled
Rain And Tears,Aphrodite's Child,Best Of,delta,2021,1.0,1.0,1.0,labeled
Never Even Thought - Remastered 2017,Murray Head,Say It Ain't So (Remastered 2017),delta,2021,1.0,1.0,1.0,labeled
Who Do You Think You Are?,Murray Head,Tête à tête,delta,2021,1.0,1.0,1.0,labeled
Haa yaa,Dooz Kawa,Message aux anges noirs,delta,2021,1.0,1.0,1.0,labeled
A Hard Rain's A-Gonna Fall,Laura Marling,A Hard Rain's A-Gonna Fall,delta,2021,1.0,1.0,1.0,labeled
Balalaïka,Dooz Kawa,Étoiles du sol,delta,2021,1.0,1.0,1.0,labeled
Stationary Traveller,Camel,Stationary Traveller,delta,2021,1.0,1.0,1.0,labeled
Dance Me to the End of Love,Leonard Cohen,Various Positions,delta,2021,1.0,1.0,1.0,labeled
Autopsy,Fairport Convention,Unhalfbricking,delta,2021,1.0,1.0,1.0,labeled
Paris métèque,Gaël Faye,Rythmes et botanique,delta,2021,1.0,1.0,1.0,labeled
"I Can't Forget - Live at Copenhagen Show, 2012",Leonard Cohen,Can't Forget: A Souvenir of the Grand Tour,delta,2021,1.0,1.0,1.0,labeled
Les insatisfaits,Hollydays,Les insatisfaits,delta,2021,1.0,1.0,1.0,labeled
Petit Pays,Gaël Faye,Pili Pili Sur Un Croissant Au Beurre,delta,2021,1.0,1.0,1.0,labeled
Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,Pili Pili Sur Un Croissant Au Beurre,delta,2021,1.0,1.0,1.0,labeled
By,Gaël Faye,Des fleurs,delta,2021,1.0,1.0,1.0,labeled
Balade brésilienne,Gaël Faye,Balade brésilienne,delta,2021,1.0,1.0,1.0,labeled
Réunion - Live à l'Olympia / 1985,Claude Nougaro,Olympia 1985,delta,2021,1.0,1.0,1.0,labeled
Iko Iko,Various Artists,Rain Man: Original Motion Picture Soundtrack,delta,2021,1.0,1.0,1.0,labeled
"So Long, Marianne",Leonard Cohen,Songs Of Leonard Cohen,delta,2021,1.0,1.0,1.0,labeled
Brako,Dooz Kawa,Bohemian Rap Story,delta,2021,1.0,1.0,1.0,labeled
Night After Night,Laura Marling,A Creature I Don't Know,delta,2021,1.0,1.0,1.0,labeled
L'Ennui Des Après-Midi Sans Fin,Gaël Faye,Pili Pili Sur Un Croissant Au Beurre,delta,2021,1.0,1.0,1.0,labeled
Gioie Di U Mondu - Live 2011 Version,I Muvrini,Live Olympia 2011,delta,2021,1.0,1.0,1.0,labeled
Out To Sea,Lera Lynn,The Avenues,delta,2021,1.0,1.0,1.0,labeled
You Want It Darker,Leonard Cohen,You Want It Darker,delta,2021,1.0,1.0,1.0,labeled
Over My Head,Asaf Avidan,Gold Shadow,delta,2021,1.0,1.0,1.0,labeled
Ton plus beau jour n'est pas encore venu,I Muvrini,Luciole,delta,2021,1.0,1.0,1.0,labeled
Beaulieue,Eddy de Pretto,Cure,delta,2021,1.0,1.0,1.0,labeled
"Lover, Lover, Lover - Live Sept 24, 2009; Ramat Gan Stadium, Tel Aviv, Israel",Leonard Cohen,Songs From The Road,delta,2021,1.0,1.0,1.0,labeled
Dinosaures,Gaël Faye,Des fleurs,delta,2021,1.0,1.0,1.0,labeled
The Days,Patrick Wolf,Lupercalia,delta,2021,1.0,1.0,1.0,labeled
Oui,Cabadzi,Cabadzi x Blier,delta,2021,1.0,1.0,1.0,labeled
To The Bone,Okou,Serpentine,delta,2021,1.0,1.0,1.0,labeled
Lailakomo,Sages comme des sauvages,Largue la peau,delta,2021,1.0,1.0,1.0,labeled
Comin' Back to Me,Jefferson Airplane,Surrealistic Pillow,delta,2021,1.0,1.0,1.0,labeled
Stranger in Paradise,Classique,Reminisce,delta,2021,1.0,1.0,1.0,labeled
Hotel Room - 2004 Remaster,Edgar Broughton Band,Edgar Broughton Band,delta,2021,1.0,1.0,1.0,labeled
Cumbia Sobre el Mar,Quantic,Dog With a Rope (Quantic Presenta Flowering Inferno),delta,2021,1.0,1.0,1.0,labeled
Féroces intimes,Cabadzi,Des angles et des épines (Réédition),delta,2021,1.0,1.0,1.0,labeled
Without Her,Harry Nilsson,Pandemonium Shadow Show,delta,2021,1.0,1.0,1.0,labeled
Elle est d'ailleurs,Pierre Bachelet,Chanteur du nord,delta,2021,1.0,1.0,1.0,labeled
Heavenly Shower,Lisa Ekdahl,Look To Your Own Heart,delta,2021,1.0,1.0,1.0,labeled
The Thrill Is Gone,Camélia Jordana,The Thrill Is Gone,delta,2021,1.0,1.0,1.0,labeled
"Fuck the Government, I Love You",The Burning Hell,Public Library,delta,2021,1.0,1.0,1.0,labeled
Sympathy,Rare Bird,Sympathy,delta,2021,1.0,1.0,1.0,labeled
Irruption,Gaël Faye,Rythmes et botanique,delta,2021,1.0,1.0,1.0,labeled
A l'aube,Feu! Chatterton,Feu! Chatterton - EP,delta,2021,1.0,1.0,1.0,labeled
Concierto De Aranjuez,Jim Hall,Concierto (CTI Records 40th Anniversary Edition),delta,2021,1.0,1.0,1.0,labeled
Lonely Carousel,Rodrigo Leão,Mundo - The Best of Rodrigo Leão,delta,2021,1.0,1.0,1.0,labeled
Je Pars,Gaël Faye,Pili Pili Sur Un Croissant Au Beurre,delta,2021,1.0,1.0,1.0,labeled
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young,Rust Never Sleeps,delta,2021,1.0,1.0,1.0,labeled
Kid,Eddy de Pretto,Cure,delta,2021,1.0,1.0,1.0,labeled
Good Morning Mumbai (To Zakir),Dhafer Youssef,Sounds Of Mirrors,delta,2021,0.49795327841011167,0.8975565181072955,0.6977548982587036,predicted
